strain	bacteria	date	country	location	host	isolation_source	clade_membership	Bioproject	BioSample	Assembly	AssemblyStatus	coverage	contig_count	latitude	longitude	checkm_completeness	checkm_contamination	data_origin	sample_type	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco
Scotland_459.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790787	GCA_029701185.1	Contig	60	182	54.7023545	-3.2765753	99.43	2.3	clinical	NCBI	bacillus_odb12	99.2	96.4	2.8	0.5	0.3	778	11	76319	76319	0.000%	182
Scotland_472.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Clinical	A.Br.157	PRJNA514245	SAMN03790788	GCA_029701205.1	Contig	69	101	54.7023545	-3.2765753	99.43	3.74	clinical	NCBI	bacillus_odb12	99.2	94.7	4.5	0.5	0.3	778	11	127950	127950	0.000%	94
Scotland_473.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Clinical	A.Br.157	PRJNA514245	SAMN03790789	GCA_029701125.1	Contig	57	357	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.9	1.3	0.5	0.3	778	11	40736	40736	0.000%	357
Scotland_474.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Hide	A.Br.154	PRJNA514245	SAMN03790790	GCA_029701285.1	Contig	57	232	54.7023545	-3.2765753	99.43	2.01	clinical	NCBI	bacillus_odb12	99.2	96.9	2.3	0.6	0.1	778	11	58651	58651	0.000%	232
Scotland_476.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790791	GCA_029701105.1	Contig	46	253	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.4	1.8	0.5	0.3	778	11	64773	64773	0.000%	253
Scotland_477.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790792	GCA_029701085.1	Contig	51	285	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.4	1.8	0.5	0.3	778	11	58249	58249	0.000%	285
Scotland_478.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum	A.Br.157	PRJNA514245	SAMN03790793	GCA_029701065.1	Contig	48	228	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.6	1.7	0.5	0.3	778	11	65312	65312	0.000%	228
Scotland_479.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790794	GCA_029701005.1	Contig	48	168	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.4	1.8	0.5	0.3	778	11	75363	75363	0.000%	168
Scotland_480.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790795	GCA_029701045.1	Contig	58	127	54.7023545	-3.2765753	99.43	6.03	clinical	NCBI	bacillus_odb12	99.2	92.2	7.1	0.5	0.3	778	11	103451	103451	0.000%	127
Scotland_481.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790796	GCA_029701025.1	Contig	70	271	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.6	1.7	0.5	0.3	778	11	65146	65146	0.000%	271
Scotland_482.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790797	GCA_029700985.1	Contig	54	162	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.4	1.8	0.5	0.3	778	11	94687	94687	0.000%	162
Scotland_483.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal-Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790798	GCA_029700925.1	Contig	85	138	54.7023545	-3.2765753	99.43	3.16	clinical	NCBI	bacillus_odb12	99.2	95.8	3.5	0.5	0.3	778	11	112397	112397	0.000%	136
Scotland_484.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790799	GCA_029700965.1	Contig	76	116	54.7023545	-3.2765753	99.43	1.44	clinical	NCBI	bacillus_odb12	99.2	97	2.2	0.5	0.3	778	11	118416	118416	0.000%	116
Scotland_485.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790800	GCA_029700945.1	Contig	109	85	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.3	1.9	0.5	0.3	778	11	130347	130347	0.000%	85
Sen2Col2.fna	Bacillus anthracis	20XX-XX-XX					A.Br.148	PRJEB1516	SAMEA2272511	GCA_000359425.1	Contig		44			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	482552	482552	0.001%	44
Sen3.fna	Bacillus anthracis	20XX-XX-XX					A.Br.149	PRJEB1517	SAMEA2272292	GCA_000359445.1	Contig		50			99.28	0.29	unknown	NCBI	bacillus_odb12	99.1	98.3	0.8	0.8	0.1	778	11	322748	322735	0.002%	50
Shikan-NIID.fna	Bacillus anthracis	1928-XX-XX	Japan	Tokyo			A.Br.001	PRJDB3549	SAMD00026520	GCA_002356575.1	Complete	320	3	35.6840574	139.7744912	99.43	0.29	unknown	NCBI	bacillus_odb12	99.1	98.3	0.8	0.8	0.1	778	11	5228065	5228065	0.000%	3
SK-102.fna	Bacillus anthracis	1976-XX-XX	USA	New Jersey		Wool From Pakistan	A.Br.051	PRJNA238068	SAMN03012770	GCA_000832565.1	Complete	479	3	40.0757384	-74.4041622	99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	98.3	0.8	0.8	0.1	778	11	5230088	5230088	0.000%	3
SK57.fna	Bacillus anthracis	1975-XX-XX	United Kingdom	United Kingdom	Homo sapiens		A.Br.015	PRJNA481057	SAMN09655867	GCA_003368005.1	Scaffold	89	41	54.7023545	-3.2765753	99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.5	0.3	778	11	898960	772043	0.004%	39
Smith1013.fna	Bacillus anthracis	20XX-XX-XX					A.Br.131	PRJNA243516	SAMN02732407	GCA_000742315.1	Chromosome	305	18			99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	98.6	0.6	0.6	0.1	778	11	5189487	868837	0.034%	2
Spain_21_1088_10.fna	Bacillus anthracis	2021-11-09	Spain	Don Benito	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005111	GCA_029692545.1	Contig	59	58	39.08931	-6.056745	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	596371	596371	0.000%	27
Spain_21_1198_6.fna	Bacillus anthracis	20XX-XX-XX	Spain	Madrigalejo	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005112	GCA_029692505.1	Contig	65	69	39.10722	-5.711016	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.5	0.9	0.5	0.1	778	11	291878	291878	0.000%	69
Spain_21_868.fna	Bacillus anthracis	2021-09-01	Spain	Ciudad Real	Bos taurus	Farm	A.Br.139	PRJNA514245	SAMN33005084	GCA_029692185.1	Contig	48	471	38.9635	-3.9356	99.43	5.03	clinical	NCBI	bacillus_odb12	99	97.9	1	0.6	0.4	778	11	117153	117153	0.000%	471
Spain_21_874.fna	Bacillus anthracis	2021-09-06	Spain	Navalvillar de Pela	Equus caballus caballus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005085	GCA_029692265.1	Contig	88	61	39.1112	-5.4887	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.5	0.9	0.5	0.1	778	11	553081	553081	0.000%	61
Spain_21_878.fna	Bacillus anthracis	2021-09-13	Spain	Navalvillar de Pela	Equus caballus caballus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005086	GCA_029692465.1	Contig	78	106	39.0916	-5.5457	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.3	1	0.5	0.1	778	11	162467	162467	0.000%	106
Spain_21_903_1.fna	Bacillus anthracis	2021-09-20	Spain	Talarrubias	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005091	GCA_029692645.1	Contig	67	88	39.1456	-5.2265	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	267488	267488	0.000%	88
Spain_21_926_3.fna	Bacillus anthracis	2021-09-24	Spain	Logrosan	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005099	GCA_029692285.1	Contig	39	241	39.2514	-5.4814	99.43	0.36	clinical	NCBI	bacillus_odb12	98.5	97.4	1	1.4	0.1	778	11	44358	44358	0.000%	241
Spain_21_940_10.fna	Bacillus anthracis	2021-09-20	Spain	Logrosan	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005105	GCA_029692365.1	Contig	119	59	39.3076	-5.4493	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	899682	899682	0.000%	59
Spain_21_984_4.fna	Bacillus anthracis	2021-10-08	Spain	Logrosan	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005108	GCA_029692485.1	Contig	57	64	39.1997	-5487	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.3	1	0.5	0.1	778	11	565709	565709	0.000%	64
Spain_21_997_5.fna	Bacillus anthracis	2021-10-08	Spain	Acedera	Equus caballus caballus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005109	GCA_029692425.1	Contig	61	89	39.0338	-5.5793	99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.2	1	0.6	0.1	778	11	195973	195973	0.000%	89
Spain_319-02.fna	Bacillus anthracis	2005-XX-XX	Spain	Spain	Homo sapiens		A.Br.11.ESPb	PRJNA514245						40.27	-3.44	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	260635	209012	0.006%	40
Spain_342-02.fna	Bacillus anthracis	2005-XX-XX	Spain	Spain	Homo sapiens		A.Br.11.ESPa_(L7)	PRJNA514245						40.27	-3.44	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	1162281	1162273	0.000%	26
Split.fna	Bacillus anthracis	2003-01-XX	Croatia	Split			A.Br.140_(L1)	PRJNA1129323	SAMN42150191	GCA_041262955.1	Chromosome	50	1						NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5454226	5454126	0.002%	1
Stendal.fna	Bacillus anthracis	2012-XX-XX	Germany	Saxony-Anhalt	Bos taurus		A.Br.081_(Ames)	PRJNA309927	SAMN04442145	GCA_001543225.1	Complete	63	3	52.0089065	11.7003344	99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5226939	5226924	0.000%	3
Sterne_2015.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.077	PRJNA236483	SAMN03010431	GCA_000832635.1	Complete	317	2	39.7837304	-100.445882	99.25	0.29	unknown	NCBI	bacillus_odb12	98.8	98.1	0.8	1	0.1	778	11	5227496	5227476	0.000%	2
STI-1.fna	Bacillus anthracis	20XX-XX-XX	Russia	Russia			A.Br.119	PRJNA243052	SAMN02839456	GCA_000740925.2	Scaffold	94	44	64.6863136	97.7453061	99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	918050	918050	0.000%	44
STI1.fna	Bacillus anthracis	1970-XX-XX	Russia	Saratov		Laboratory Strain	A.Br.119	PRJNA436480	SAMN08627228	GCA_002980615.3	Complete	114	1	51.54	46	99.43	0.29	unknown	NCBI	bacillus_odb12	99	98.2	0.8	0.8	0.3	778	11	5229731	5229731	0.000%	1
Strain-32.fna	Bacillus anthracis	1974-XX-XX	United Kingdom	United Kingdom	Homo sapiens		A.Br.015	PRJNA481057	SAMN09655857	GCA_003367985.1	Scaffold	71	45	52.2405	-0.9027	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	1139668	461839	0.004%	43
SVA11.fna	Bacillus anthracis	20XX-XX-XX					B.Br.009_(KrugerB)	PRJNA217316	SAMN03081486	GCA_000583105.1	Complete		3			99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	98.5	0.8	0.4	0.4	778	11	5210966	5210966	0.000%	3
SX1.fna	Bacillus anthracis	2021-08-XX	China	Wenshui County	Bos taurus	bioon	A.Br.089		SAMN43360020	GCA_044751425.1	Contig	100	25						NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	1162604	1162604	0.000%	25
SX4.fna	Bacillus anthracis	2021-08-XX	China	Wenshui County	Bos taurus	blood	A.Br.089		SAMN43361332	GCA_044751505.1	Contig	100	27						NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	686673	686673	0.000%	27
t21.fna	Bacillus anthracis	2016-06-XX	China	Jingxi City	Equus caballus	soil	A.Br.081_(Ames)		SAMN43361510	GCA_044751625.1	Contig	100	25						NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	1162264	1162264	0.000%	25
Tangail-1.fna	Bacillus anthracis	2012-XX-XX	Bangladesh	Tangail		Environment	A.Br.078	PRJNA309927	SAMN05003865	GCA_001654475.1	Complete	105	3	24.2507461	89.9151479	99.43	0.29	environment	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5227292	5227274	0.000%	3
Tangail-4_2.fna	Bacillus anthracis	2013-XX-XX	Bangladesh	Bangladesh		Soil	A.Br.078	PRJNA695105	SAMN18241470	GCA_022221165.1	Complete	72	3	24.4769288	90.2934413	99.43	0.29	environment	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5228141	5228141	0.000%	3
ter21.fna	Bacillus anthracis	2021-10-01	Ukraine	Ternopil	Equuus caballus	blood		JBSCFG01	SAMN50683810	GCA_056033965.1	Complete Genome	48	3			98.76	0.48	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5229480	5229480	0.000%	3
Tokushima1.fna	Bacillus anthracis	1984-XX-XX	Japan	Tokushima			A.Br.081_(Ames)	PRJNA514245	SAMD00115654	GCA_029702525.1	Contig	37	56	33.9196418	134.2509634	99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	98.1	1.2	0.6	0.1	778	11	435949	435949	0.000%	56
Tsiankovskii-I.fna	Bacillus anthracis	20XX-XX-XX	Russia	Russia		Vaccine Stock	A.Br.114	PRJNA17709	SAMN02436236	GCA_000181675.2	Scaffold		56			96.69	1.72	unknown	NCBI	bacillus_odb12	92.9	90	3	2.1	5	778	11	223714	223714	0.000%	56
Tyrol-3520.fna	Bacillus anthracis	1980-XX-XX	Austria	Tyrol	Bos taurus		B.Br.004_(FrenchB)	PRJNA695105	SAMN13640833	GCA_022220685.1	Complete	47	3	47.223193	11.5261028	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5210044	5210044	0.000%	3
Tyrol-4675.fna	Bacillus anthracis	1988-XX-XX	Austria	Tyrol	Bos taurus		B.Br.004_(FrenchB)	PRJNA309927	SAMN06186720	GCA_001936375.1	Complete	62	3	47.223193	11.5261028	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5227565	5227565	0.000%	3
Tyrol-6282.fna	Bacillus anthracis	1979-XX-XX	Austria	Tyrol	Bos taurus		B.Br.004_(FrenchB)							47.223193	11.5261028	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	1197702	1197702	0.004%	22
UR-1.fna	Bacillus anthracis	2012-06-05	Germany	Germany	Homo sapiens		A.Br.171	PRJNA695105	SAMN18241472	GCA_022221125.1	Complete	76	3	51.1638175	10.4478313	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5229839	5229839	0.000%	3
UT308.fna	Bacillus anthracis	20XX-XX-XX					A.Br.015	PRJNA481057	SAMN09655864	GCA_003345105.1	Scaffold	175	187			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	898825	898825	0.000%	187
V770-NP-1R.fna	Bacillus anthracis	1951-XX-XX	USA	Florida	Bos sp.		A.Br.066	PRJNA235226	SAMN03092715	GCA_000832785.1	Complete	413	2	27.7567667	-81.4639835	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5228687	5228687	0.000%	2
V770-NP1-R.fna	Bacillus anthracis	20XX-XX-XX					A.Br.066	PRJNA231233	SAMN02597374	GCA_000521345.1	Contig	161	36			99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	403394	403394	0.000%	36
VN-DBI-2011-24.fna	Bacillus anthracis	2011-XX-XX	Viet Nam	Dien Bien province	Homo sapiens 	skin lesion swab			SAMN35356477	GCA_032138245.1	Contig	89	78					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5227823	982850	1.441%	3
VN-HGA-2008-18.fna	Bacillus anthracis	2008-XX-XX	Viet Nam	Ha Giang province	Bos taurus	meat sample			SAMN35356478	GCA_032136035.1	Contig	75	262					clinical	NCBI	bacillus_odb12	99.1	98.3	0.8	0.8	0.1	778	11	5230251	632410	1.239%	3
VN-HGA-2014-33.fna	Bacillus anthracis	2014-XX-XX	Viet Nam	Ha Giang province	Homo sapiens 	skin lesion swab			SAMN35356480	GCA_032135415.1	Contig	80	149					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5227216	982374	1.468%	3
VN-HGA-2019-2.fna	Bacillus anthracis	2019-XX-XX	Viet Nam	Ha Giang province	Homo sapiens 	skin lesion swab			SAMN35356481	GCA_032135455.1	Contig	74	89					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5228786	1019071	1.304%	3
VN-HGA-2019-3.fna	Bacillus anthracis	2019-XX-XX	Viet Nam	Ha Giang province	Homo sapiens 	skin lesion swab			SAMN35356482	GCA_032136095.1	Contig	88	298					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5227084	436337	1.482%	3
VN-HGA-2020-6.fna	Bacillus anthracis	2020-XX-XX	Viet Nam	Ha Giang province	Homo sapiens 	skin lesion swab			SAMN35356484	GCA_032135915.1	Contig	130	99					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5227787	983442	1.472%	3
VN-HGA-2020-7.fna	Bacillus anthracis	2020-XX-XX	Viet Nam	Ha Giang province	Homo sapiens 	skin lesion swab			SAMN35356485	GCA_032135955.1	Contig	66	55					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5228200	982926	1.440%	3
VN-HGA-2020-8.fna	Bacillus anthracis	2020-XX-XX	Viet Nam	Ha Giang province	Homo sapiens 	skin lesion swab			SAMN35356486	GCA_032136815.1	Contig	82	83					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5228668	982978	1.455%	3
VN-HGA-2020-92.fna	Bacillus anthracis	2020-XX-XX	Viet Nam	Ha Giang province	Homo sapiens 	skin lesion swab			SAMN35356487	GCA_032135935.1	Contig	105	60					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5228337	982961	1.408%	3
VN-LCH-2011-22.fna	Bacillus anthracis	2011-XX-XX	Viet Nam	Lai Chau province	Homo sapiens 	skin lesion swab			SAMN35356488	GCA_032135975.1	Contig	91	80					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5228389	982961	1.441%	3
VN-SLA-2022-10.fna	Bacillus anthracis	2022-XX-XX	Viet Nam	Son La province		soil			SAMN35356489	GCA_032135995.1	Contig	106	54					environmental	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5227432	1161614	0.907%	3
VN-SLA-2022-11.fna	Bacillus anthracis	2022-XX-XX	Viet Nam	Son La province	Bubalus bubalis	meat			SAMN35356490	GCA_032136015.1	Contig	106	118					clinical	NCBI	bacillus_odb12	98.8	98.1	0.8	0.9	0.3	778	11	5230765	2969332	0.707%	3
VN-SLA-2022-12.fna	Bacillus anthracis	2022-XX-XX	Viet Nam	Son La province	Homo sapiens 	skin lesion swab			SAMN35356491	GCA_032136055.1	Contig	167	84					clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5227326	1161677	0.910%	3
VN-SLA-2022-14.fna	Bacillus anthracis	2022-XX-XX	Viet Nam	Son La province	Homo sapiens 	skin lesion swab			SAMN35356493	GCA_032136075.1	Contig	66	64					clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5227254	1161627	0.875%	3
Vollum_1951.fna	Bacillus anthracis	1951-XX-XX	USA	USA	Homo sapiens		A.Br.060	PRJNA695105	SAMN18241461	GCA_022221345.1	Complete	97	3	39.7837304	-100.445882	99.43	0.29	clinical	NCBI	bacillus_odb12	99.5	98.7	0.8	0.5	0	778	11	5229859	5229859	0.000%	3
Vollum_2004.fna	Bacillus anthracis	20XX-XX-XX					A.Br.060	PRJNA10797	SAMN02435883	GCA_000167275.1	Scaffold		52			99.24	0.31	unknown	NCBI	bacillus_odb12	97.3	96.5	0.8	1.4	1.3	778	11	382062	382062	0.000%	50
Vollum_2014.fna	Bacillus anthracis	20XX-XX-XX					A.Br.060	PRJNA243521	SAMN02736982	GCA_000742895.1	Complete		3			99.4	0.29	unknown	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5229469	5229469	0.000%	3
Vollum-1B.fna	Bacillus anthracis	1951-XX-XX	USA	USA	Homo sapiens		A.Br.060	PRJNA238082	SAMN03010433	GCA_000832445.1	Complete	317	3	39.7837304	-100.445882	99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.8	0	778	11	5229969	5229969	0.000%	3
Western-North-America-USA6153.fna	Bacillus anthracis	20XX-XX-XX					A.Br.021	PRJNA337	SAMN02435885	GCA_000167315.1	Scaffold		44			99.38	1.33	unknown	NCBI	bacillus_odb12	98.3	97	1.3	1.3	0.4	778	11	462850	462850	0.000%	44
Wieselburg1883.fna	Bacillus anthracis	1883-06-XX	Hungary	Mosonmagyarovar 	Bos taurus		A.Br.113							48.13333	15.13333	96.75	5.01	clinical	this study	bacillus_odb12	87.4	87	0.4	9.9	2.7	778	11	6265	6255	0.004%	1431
WT-103.fna	Bacillus anthracis	2012-03-23	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358962	GCA_029693945.1	Contig	329	54	-19.15571	15.90981	99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	97.9	1.2	0.8	0.1	778	11	432333	432333	0.000%	54
WT-131.fna	Bacillus anthracis	2010-02-02	Namibia	Etosha National Park	Equus quagga	Blood	A.Br.100	PRJNA514245	SAMN32358965	GCA_029694085.1	Contig	321	51	-19.13395	15.90958	99.43	3.52	clinical	NCBI	bacillus_odb12	99.1	94	5.1	0.8	0.1	778	11	400699	400699	0.000%	51
WT-139.fna	Bacillus anthracis	2010-02-22	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358967	GCA_029694265.1	Contig	229	61	-19.07406	15.88731	99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	97.9	1.2	0.8	0.1	778	11	331763	331763	0.000%	61
WT-2.fna	Bacillus anthracis	2010-02-03	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358974	GCA_029693925.1	Contig	259	48	-19.15911	15.87219	99.43	0.86	clinical	NCBI	bacillus_odb12	99.1	97.8	1.3	0.8	0.1	778	11	400699	400699	0.000%	48
WT-214.fna	Bacillus anthracis	2010-06-14	Namibia	Etosha National Park	Equus quagga	Blood	A.Br.100	PRJNA514245	SAMN32358979	GCA_029693965.1	Contig	265	40	-19.14434	16.04884	99.43	0.86	clinical	NCBI	bacillus_odb12	99.1	97.8	1.3	0.8	0.1	778	11	1197905	1197905	0.000%	40
WT-226.fna	Bacillus anthracis	2013-02-10	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358980	GCA_029693985.1	Contig	457	58	-19.0017	15.72813	99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	97.9	1.2	0.8	0.1	778	11	364830	364830	0.000%	58
WT-233.fna	Bacillus anthracis	2010-02-19	Namibia	Etosha National Park	Equus quagga	Blood	A.Br.100	PRJNA514245	SAMN32358982	GCA_029694005.1	Contig	260	62	-19.05873	15.84498	99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.1	1.2	0.6	0.1	778	11	329846	329846	0.000%	51
WT-397.fna	Bacillus anthracis	2010-03-17	Namibia	Etosha National Park	Equus quagga	Blood	A.Br.100	PRJNA514245	SAMN32358988	GCA_029694045.1	Contig	428	56	-19.13488	15.88976	99.43	0.86	clinical	NCBI	bacillus_odb12	99.1	97.3	1.8	0.8	0.1	778	11	364241	364241	0.000%	56
WT-42.fna	Bacillus anthracis	2012-02-08	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358989	GCA_029694065.1	Contig	476	61	-19	15.76	99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	98.1	1	0.8	0.1	778	11	364830	364830	0.000%	61
WT-53.fna	Bacillus anthracis	2011-03-30	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358991	GCA_029694025.1	Contig	201	55	-19.0262	15.7316	99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	97.9	1.2	0.8	0.1	778	11	365004	365004	0.000%	55
WT-63.fna	Bacillus anthracis	2012-03-22	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358994	GCA_029694105.1	Contig	182	50	-19.1444	15.87287	99.43	0.86	clinical	NCBI	bacillus_odb12	99	97.8	1.2	0.9	0.1	778	11	400699	400699	0.000%	49
WT-72.fna	Bacillus anthracis	2010-03-17	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358996	GCA_029694125.1	Contig	263	56	-19.14444	15.89727	99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	97.9	1.2	0.8	0.1	778	11	365004	365004	0.000%	56
WT-86.fna	Bacillus anthracis	2011-03-15	Namibia	Etosha National Park	Equus quagga	Soil	A.Br.100	PRJNA514245	SAMN32358997	GCA_029694165.1	Contig	186	48	-19.06069	15.73991	99.43	0.86	clinical	NCBI	bacillus_odb12	99	97.7	1.3	0.9	0.1	778	11	935359	935359	0.000%	48
YakM12.fna	Bacillus anthracis	2016-XX-XX	Russia	Yakutia		deep soil layers	A.Br.077	PRJNA782824	SAMN42186656	GCA_040797005.1	Contig	2568	43					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	889673	889673	0.000%	43
